ID,Temporary_ID,Stock,Infection_Status,Date_Iso,Clutch_Num,Death_Date,Date_Gravid,Date_Drop,Clutch_Est_R,Clutch_Est_L,Inf_Intensity,Strain,Clutch_Tot,Clutch_Sym,Holding_Time,Next_Date_Gravid,Time_Between_Clutches,age_post_iso,Maximum_Dens,DOB,prp_survival,Treatment_Fine,is_post,Clutch_Tot_post,Maximum_Dens_post,prp_survival_post,PostTreat_Eggs_Ind,PostTreat_Nauplii_Ind,has_post_clutch,has_post_hatch,Oldest_nonzero_F1_minusfirst
GR_161B,161B,Bi,EXP,2025-06-04T00:00:00Z,4,NA,2025-06-25T00:00:00Z,2025-06-30T00:00:00Z,20,28,NA,MER,48,0.7142857142857143,5,2025-07-07T00:00:00Z,7,NA,16,2025-06-30T00:00:00Z,0.3333333333333333,EXP_MER,TRUE,48,16,0.3333333333333333,178,90,TRUE,TRUE,35
GR_161B,161B,Bi,EXP,2025-06-04T00:00:00Z,5,2025-07-14T00:00:00Z,2025-07-07T00:00:00Z,2025-07-09T00:00:00Z,22,24,NA,MER,46,0.9166666666666666,2,NA,NA,40,31,2025-07-09T00:00:00Z,0.6739130434782609,EXP_MER,TRUE,46,31,0.6739130434782609,178,90,TRUE,TRUE,35
GR_162W,1A,CARL_1.3,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,32,44,2,MER,76,0.7272727272727273,2,2025-06-13T00:00:00Z,6,NA,42,2025-06-06T00:00:00Z,0.5526315789473685,INF,FALSE,NA,NA,NA,18,0,TRUE,FALSE,0
GR_162W,1A,CARL_1.3,INF,2025-06-05T00:00:00Z,2,2025-07-06T00:00:00Z,2025-06-13T00:00:00Z,2025-06-24T00:00:00Z,9,9,NA,MER,18,1,11,NA,NA,31,0,2025-06-24T00:00:00Z,0,INF,TRUE,18,0,0,18,0,TRUE,FALSE,0
GR_163W,2A,CARL_1.3,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,51,44,NA,MER,95,0.8627450980392157,2,2025-06-11T00:00:00Z,4,NA,32,2025-06-06T00:00:00Z,0.3368421052631579,INF,FALSE,NA,NA,NA,37,0,TRUE,FALSE,0
GR_163W,2A,CARL_1.3,INF,2025-06-05T00:00:00Z,2,NA,2025-06-11T00:00:00Z,2025-06-16T00:00:00Z,8,10,NA,MER,18,0.8,5,2025-06-20T00:00:00Z,4,NA,0,2025-06-16T00:00:00Z,0,INF,TRUE,18,0,0,37,0,TRUE,FALSE,0
GR_163W,2A,CARL_1.3,INF,2025-06-05T00:00:00Z,3,NA,2025-06-20T00:00:00Z,2025-06-23T00:00:00Z,7,0,NA,MER,7,0,3,2025-07-03T00:00:00Z,10,NA,0,2025-06-23T00:00:00Z,0,INF,TRUE,7,0,0,37,0,TRUE,FALSE,0
GR_163W,2A,CARL_1.3,INF,2025-06-05T00:00:00Z,4,2025-08-20T00:00:00Z,2025-07-03T00:00:00Z,2025-07-06T00:00:00Z,10,2,1,MER,12,0.2,3,NA,NA,76,0,2025-07-06T00:00:00Z,0,INF,TRUE,12,0,0,37,0,TRUE,FALSE,0
GR_166W,5A,CARL_1.3,INF,2025-06-05T00:00:00Z,1,2025-07-16T00:00:00Z,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,40,38,NA,MER,78,0.95,2,NA,NA,41,40,2025-06-08T00:00:00Z,0.5128205128205128,INF,FALSE,NA,NA,NA,0,0,FALSE,FALSE,0
GR_167W,6A,CARL_1.3,INF,2025-06-05T00:00:00Z,1,2025-07-16T00:00:00Z,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,36,42,NA,MER,78,0.8571428571428571,2,NA,NA,41,42,2025-06-06T00:00:00Z,0.5384615384615384,INF,FALSE,NA,NA,NA,0,0,FALSE,FALSE,0
GR_168W,1B,CARL_1.3,EXP,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,24,32,0,MER,56,0.75,2,2025-06-10T00:00:00Z,3,NA,14,2025-06-08T00:00:00Z,0.25,EXP_MER,FALSE,NA,NA,NA,344,142,TRUE,TRUE,69
GR_168W,1B,CARL_1.3,EXP,2025-06-05T00:00:00Z,2,NA,2025-06-10T00:00:00Z,2025-06-13T00:00:00Z,24,28,NA,MER,52,0.8571428571428571,3,2025-06-17T00:00:00Z,4,NA,37,2025-06-13T00:00:00Z,0.7115384615384616,EXP_MER,TRUE,52,37,0.7115384615384616,344,142,TRUE,TRUE,69
GR_168W,1B,CARL_1.3,EXP,2025-06-05T00:00:00Z,3,NA,2025-06-17T00:00:00Z,2025-06-18T00:00:00Z,14,12,NA,MER,26,0.8571428571428571,1,2025-06-25T00:00:00Z,7,NA,15,2025-06-18T00:00:00Z,0.5769230769230769,EXP_MER,TRUE,26,15,0.5769230769230769,344,142,TRUE,TRUE,69
GR_168W,1B,CARL_1.3,EXP,2025-06-05T00:00:00Z,4,NA,2025-06-25T00:00:00Z,2025-07-04T00:00:00Z,10,14,NA,MER,24,0.7142857142857143,9,2025-07-07T00:00:00Z,3,NA,18,2025-07-04T00:00:00Z,0.75,EXP_MER,TRUE,24,18,0.75,344,142,TRUE,TRUE,69
GR_168W,1B,CARL_1.3,EXP,2025-06-05T00:00:00Z,5,NA,2025-07-07T00:00:00Z,2025-07-09T00:00:00Z,20,24,NA,MER,44,0.8333333333333334,2,2025-07-14T00:00:00Z,5,NA,27,2025-07-09T00:00:00Z,0.6136363636363636,EXP_MER,TRUE,44,27,0.6136363636363636,344,142,TRUE,TRUE,69
GR_168W,1B,CARL_1.3,EXP,2025-06-05T00:00:00Z,6,NA,2025-07-14T00:00:00Z,2025-07-16T00:00:00Z,16,10,NA,MER,26,0.625,2,2025-07-17T00:00:00Z,1,NA,12,2025-07-16T00:00:00Z,0.4615384615384616,EXP_MER,TRUE,26,12,0.4615384615384616,344,142,TRUE,TRUE,69
GR_168W,1B,CARL_1.3,EXP,2025-06-05T00:00:00Z,7,NA,2025-07-17T00:00:00Z,2025-07-24T00:00:00Z,24,24,NA,MER,48,1,7,2025-07-25T00:00:00Z,1,NA,13,2025-07-24T00:00:00Z,0.2708333333333333,EXP_MER,TRUE,48,13,0.2708333333333333,344,142,TRUE,TRUE,69
GR_168W,1B,CARL_1.3,EXP,2025-06-05T00:00:00Z,8,NA,2025-07-25T00:00:00Z,2025-07-28T00:00:00Z,18,18,NA,MER,36,1,3,2025-07-29T00:00:00Z,1,NA,1,2025-07-24T00:00:00Z,0.02777777777777777,EXP_MER,TRUE,36,1,0.02777777777777777,344,142,TRUE,TRUE,69
GR_168W,1B,CARL_1.3,EXP,2025-06-05T00:00:00Z,9,NA,2025-07-29T00:00:00Z,2025-07-31T00:00:00Z,24,26,NA,MER,50,0.9230769230769232,2,2025-08-04T00:00:00Z,4,NA,4,2025-07-31T00:00:00Z,0.08,EXP_MER,TRUE,50,4,0.08,344,142,TRUE,TRUE,69
GR_168W,1B,CARL_1.3,EXP,2025-06-05T00:00:00Z,10,2025-09-11T00:00:00Z,2025-08-04T00:00:00Z,2025-08-13T00:00:00Z,18,20,NA,MER,38,0.9,9,NA,NA,98,15,2025-08-13T00:00:00Z,0.3947368421052632,EXP_MER,TRUE,38,15,0.3947368421052632,344,142,TRUE,TRUE,69
GR_169W,2B,CARL_1.3,INF,2025-06-05T00:00:00Z,1,2025-06-18T00:00:00Z,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,26,18,NA,MER,44,0.6923076923076923,2,NA,NA,13,40,2025-06-08T00:00:00Z,0.9090909090909092,INF,FALSE,NA,NA,NA,0,0,FALSE,FALSE,0
GR_171W,4B,CARL_1.3,EXP,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,41,34,0,MER,75,0.8292682926829268,2,2025-06-11T00:00:00Z,4,NA,38,2025-06-06T00:00:00Z,0.5066666666666667,EXP_MER,FALSE,NA,NA,NA,362,120,TRUE,TRUE,56
GR_171W,4B,CARL_1.3,EXP,2025-06-05T00:00:00Z,2,NA,2025-06-11T00:00:00Z,2025-06-13T00:00:00Z,30,30,NA,MER,60,1,2,2025-06-18T00:00:00Z,5,NA,38,2025-06-13T00:00:00Z,0.6333333333333333,EXP_MER,TRUE,60,38,0.6333333333333333,362,120,TRUE,TRUE,56
GR_171W,4B,CARL_1.3,EXP,2025-06-05T00:00:00Z,3,NA,2025-06-18T00:00:00Z,2025-06-26T00:00:00Z,18,16,NA,MER,34,0.8888888888888888,8,2025-06-30T00:00:00Z,4,NA,26,2025-06-26T00:00:00Z,0.7647058823529411,EXP_MER,TRUE,34,26,0.7647058823529411,362,120,TRUE,TRUE,56
GR_171W,4B,CARL_1.3,EXP,2025-06-05T00:00:00Z,4,NA,2025-06-30T00:00:00Z,2025-07-01T00:00:00Z,24,24,NA,MER,48,1,1,2025-07-09T00:00:00Z,8,NA,18,2025-07-01T00:00:00Z,0.375,EXP_MER,TRUE,48,18,0.375,362,120,TRUE,TRUE,56
GR_171W,4B,CARL_1.3,EXP,2025-06-05T00:00:00Z,5,NA,2025-07-09T00:00:00Z,2025-07-16T00:00:00Z,26,24,NA,MER,50,0.9230769230769232,7,2025-07-21T00:00:00Z,5,NA,22,2025-07-16T00:00:00Z,0.44,EXP_MER,TRUE,50,22,0.44,362,120,TRUE,TRUE,56
GR_171W,4B,CARL_1.3,EXP,2025-06-05T00:00:00Z,6,NA,2025-07-21T00:00:00Z,2025-07-23T00:00:00Z,8,11,NA,MER,19,0.7272727272727273,2,2025-07-25T00:00:00Z,2,NA,0,2025-07-23T00:00:00Z,0,EXP_MER,TRUE,19,0,0,362,120,TRUE,TRUE,56
GR_171W,4B,CARL_1.3,EXP,2025-06-05T00:00:00Z,7,NA,2025-07-25T00:00:00Z,2025-07-28T00:00:00Z,12,10,NA,MER,22,0.8333333333333334,3,2025-07-29T00:00:00Z,1,NA,0,2025-07-28T00:00:00Z,0,EXP_MER,TRUE,22,0,0,362,120,TRUE,TRUE,56
GR_171W,4B,CARL_1.3,EXP,2025-06-05T00:00:00Z,8,NA,2025-07-29T00:00:00Z,2025-07-31T00:00:00Z,24,20,NA,MER,44,0.8333333333333334,2,2025-08-04T00:00:00Z,4,NA,16,2025-07-31T00:00:00Z,0.3636363636363637,EXP_MER,TRUE,44,16,0.3636363636363637,362,120,TRUE,TRUE,56
GR_171W,4B,CARL_1.3,EXP,2025-06-05T00:00:00Z,9,NA,2025-08-04T00:00:00Z,2025-08-06T00:00:00Z,14,20,NA,MER,34,0.7,2,2025-08-25T00:00:00Z,19,NA,0,2025-08-06T00:00:00Z,0,EXP_MER,TRUE,34,0,0,362,120,TRUE,TRUE,56
GR_171W,4B,CARL_1.3,EXP,2025-06-05T00:00:00Z,10,NA,2025-08-25T00:00:00Z,2025-08-28T00:00:00Z,10,2,NA,MER,12,0.2,3,2025-09-03T00:00:00Z,6,NA,0,2025-08-28T00:00:00Z,0,EXP_MER,TRUE,12,0,0,362,120,TRUE,TRUE,56
GR_171W,4B,CARL_1.3,EXP,2025-06-05T00:00:00Z,11,NA,2025-09-03T00:00:00Z,2025-09-04T00:00:00Z,12,6,NA,MER,18,0.5,1,2025-09-05T00:00:00Z,1,NA,0,2025-08-28T00:00:00Z,0,EXP_MER,TRUE,18,0,0,362,120,TRUE,TRUE,56
GR_171W,4B,CARL_1.3,EXP,2025-06-05T00:00:00Z,12,2025-09-16T00:00:00Z,2025-09-05T00:00:00Z,NA,13,8,NA,MER,21,0.6153846153846154,NA,NA,NA,103,0,2025-09-05T00:00:00Z,0,EXP_MER,TRUE,21,0,0,362,120,TRUE,TRUE,56
GR_172W,5B,CARL_1.3,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,40,34,NA,MER,74,0.85,2,2025-06-09T00:00:00Z,2,NA,36,2025-06-08T00:00:00Z,0.4864864864864865,INF,FALSE,NA,NA,NA,1,0,TRUE,FALSE,0
GR_172W,5B,CARL_1.3,INF,2025-06-05T00:00:00Z,2,2025-06-12T00:00:00Z,2025-06-09T00:00:00Z,2025-06-11T00:00:00Z,1,0,NA,MER,1,0,2,NA,NA,7,0,2025-06-11T00:00:00Z,0,INF,TRUE,1,0,0,1,0,TRUE,FALSE,0
GR_173X,1C,CARL_2.1,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,36,22,2,MER,58,0.6111111111111112,2,2025-06-11T00:00:00Z,4,NA,36,2025-06-06T00:00:00Z,0.6206896551724138,INF,FALSE,NA,NA,NA,20,1,TRUE,TRUE,11
GR_173X,1C,CARL_2.1,INF,2025-06-05T00:00:00Z,2,2025-07-22T00:00:00Z,2025-06-11T00:00:00Z,2025-06-16T00:00:00Z,4,16,NA,MER,20,0.25,5,NA,NA,47,1,2025-06-16T00:00:00Z,0.05,INF,TRUE,20,1,0.05,20,1,TRUE,TRUE,11
GR_174X,2C,CARL_2.1,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,44,38,1,MER,82,0.8636363636363636,2,2025-06-11T00:00:00Z,4,NA,24,2025-06-08T00:00:00Z,0.2926829268292683,INF,FALSE,NA,NA,NA,50,1,TRUE,TRUE,18
GR_174X,2C,CARL_2.1,INF,2025-06-05T00:00:00Z,2,2025-07-31T00:00:00Z,2025-06-11T00:00:00Z,2025-06-23T00:00:00Z,28,22,NA,MER,50,0.7857142857142857,12,NA,NA,56,1,2025-06-23T00:00:00Z,0.02,INF,TRUE,50,1,0.02,50,1,TRUE,TRUE,18
GR_176X,4C,CARL_2.1,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,44,32,2,MER,76,0.7272727272727273,2,2025-06-10T00:00:00Z,3,NA,38,2025-06-06T00:00:00Z,0.5,INF,FALSE,NA,NA,NA,65,4,TRUE,TRUE,15
GR_176X,4C,CARL_2.1,INF,2025-06-05T00:00:00Z,2,NA,2025-06-10T00:00:00Z,2025-06-20T00:00:00Z,30,34,NA,MER,64,0.8823529411764706,10,2025-06-23T00:00:00Z,3,NA,4,2025-06-20T00:00:00Z,0.0625,INF,TRUE,64,4,0.0625,65,4,TRUE,TRUE,15
GR_176X,4C,CARL_2.1,INF,2025-06-05T00:00:00Z,3,NA,2025-06-23T00:00:00Z,2025-06-25T00:00:00Z,0,1,NA,MER,1,0,2,NA,NA,NA,0,2025-06-25T00:00:00Z,0,INF,TRUE,1,0,0,65,4,TRUE,TRUE,15
GR_178Y,6C,CARL_1.2,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,42,50,NA,MER,92,0.84,2,2025-06-10T00:00:00Z,3,NA,32,2025-06-08T00:00:00Z,0.34782608695652173,INF,FALSE,NA,NA,NA,10,0,TRUE,FALSE,0
GR_178Y,6C,CARL_1.2,INF,2025-06-05T00:00:00Z,2,2025-08-22T00:00:00Z,2025-06-10T00:00:00Z,2025-06-20T00:00:00Z,4,6,1,MER,10,0.6666666666666666,10,NA,NA,78,0,2025-06-20T00:00:00Z,0,INF,TRUE,10,0,0,10,0,TRUE,FALSE,0
GR_179Y,1D,CARL_1.2,EXP,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,42,56,0,MER,98,0.75,2,2025-06-11T00:00:00Z,4,NA,30,2025-06-08T00:00:00Z,0.30612244897959184,EXP_MER,FALSE,NA,NA,NA,57,27,TRUE,TRUE,21
GR_179Y,1D,CARL_1.2,EXP,2025-06-05T00:00:00Z,2,NA,2025-06-11T00:00:00Z,2025-06-13T00:00:00Z,26,24,NA,MER,50,0.9230769230769232,2,2025-06-25T00:00:00Z,12,NA,25,2025-06-13T00:00:00Z,0.5,EXP_MER,TRUE,50,25,0.5,57,27,TRUE,TRUE,21
GR_179Y,1D,CARL_1.2,EXP,2025-06-05T00:00:00Z,3,NA,2025-06-25T00:00:00Z,2025-06-26T00:00:00Z,3,0,NA,MER,3,0,1,2025-09-10T00:00:00Z,76,NA,2,2025-06-26T00:00:00Z,0.6666666666666666,EXP_MER,TRUE,3,2,0.6666666666666666,57,27,TRUE,TRUE,21
GR_179Y,1D,CARL_1.2,EXP,2025-06-05T00:00:00Z,4,2025-09-11T00:00:00Z,2025-09-10T00:00:00Z,NA,3,1,NA,MER,4,0.3333333333333333,NA,NA,NA,98,0,2025-09-10T00:00:00Z,0,EXP_MER,TRUE,4,0,0,57,27,TRUE,TRUE,21
GR_17E,17,Ei,INF,2025-01-31T00:00:00Z,1,2025-03-12T00:00:00Z,2025-01-31T00:00:00Z,2025-02-02T00:00:00Z,22,24,1,KJER,46,0.9166666666666666,2,NA,NA,40,23,2025-02-02T00:00:00Z,0.5,INF,FALSE,NA,NA,NA,0,0,FALSE,FALSE,0
GR_180Y,2D,CARL_1.2,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,46,40,2,MER,86,0.8695652173913043,2,2025-06-11T00:00:00Z,4,NA,27,2025-06-08T00:00:00Z,0.313953488372093,INF,FALSE,NA,NA,NA,8,0,TRUE,FALSE,0
GR_180Y,2D,CARL_1.2,INF,2025-06-05T00:00:00Z,2,2025-07-14T00:00:00Z,2025-06-11T00:00:00Z,NA,4,4,NA,MER,8,1,NA,NA,NA,39,0,2025-06-11T00:00:00Z,0,INF,TRUE,8,0,0,8,0,TRUE,FALSE,0
GR_181Y,3D,CARL_1.2,EXP,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,36,46,0,MER,82,0.782608695652174,2,2025-06-11T00:00:00Z,4,NA,32,2025-06-06T00:00:00Z,0.3902439024390244,EXP_MER,FALSE,NA,NA,NA,108,53,TRUE,TRUE,15
GR_181Y,3D,CARL_1.2,EXP,2025-06-05T00:00:00Z,2,NA,2025-06-11T00:00:00Z,2025-06-13T00:00:00Z,24,30,NA,MER,54,0.8,2,2025-06-17T00:00:00Z,4,NA,33,2025-06-13T00:00:00Z,0.6111111111111112,EXP_MER,TRUE,54,33,0.6111111111111112,108,53,TRUE,TRUE,15
GR_181Y,3D,CARL_1.2,EXP,2025-06-05T00:00:00Z,3,NA,2025-06-17T00:00:00Z,2025-06-20T00:00:00Z,12,8,NA,MER,20,0.6666666666666666,3,2025-07-03T00:00:00Z,13,NA,20,2025-06-20T00:00:00Z,1,EXP_MER,TRUE,20,20,1,108,53,TRUE,TRUE,15
GR_181Y,3D,CARL_1.2,EXP,2025-06-05T00:00:00Z,4,NA,2025-07-03T00:00:00Z,2025-07-06T00:00:00Z,10,10,NA,MER,20,1,3,2025-07-11T00:00:00Z,5,NA,0,2025-07-06T00:00:00Z,0,EXP_MER,TRUE,20,0,0,108,53,TRUE,TRUE,15
GR_181Y,3D,CARL_1.2,EXP,2025-06-05T00:00:00Z,5,2025-09-18T00:00:00Z,2025-07-11T00:00:00Z,2025-07-14T00:00:00Z,6,8,NA,MER,14,0.75,3,NA,NA,105,0,2025-07-14T00:00:00Z,0,EXP_MER,TRUE,14,0,0,108,53,TRUE,TRUE,15
GR_182Y,4D,CARL_1.2,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,38,46,2,MER,84,0.8260869565217391,2,2025-06-10T00:00:00Z,3,NA,31,2025-06-08T00:00:00Z,0.369047619047619,INF,FALSE,NA,NA,NA,11,0,TRUE,FALSE,0
GR_182Y,4D,CARL_1.2,INF,2025-06-05T00:00:00Z,2,2025-07-17T00:00:00Z,2025-06-10T00:00:00Z,2025-06-20T00:00:00Z,10,1,NA,MER,11,0.1,10,NA,NA,42,0,2025-06-20T00:00:00Z,0,INF,TRUE,11,0,0,11,0,TRUE,FALSE,0
GR_184Y,6D,CARL_1.2,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,40,42,1,MER,82,0.9523809523809524,2,2025-06-10T00:00:00Z,3,NA,40,2025-06-06T00:00:00Z,0.4878048780487805,INF,FALSE,NA,NA,NA,24,1,TRUE,TRUE,11
GR_184Y,6D,CARL_1.2,INF,2025-06-05T00:00:00Z,2,2025-07-30T00:00:00Z,2025-06-10T00:00:00Z,2025-06-16T00:00:00Z,10,14,NA,MER,24,0.7142857142857143,6,NA,NA,55,1,2025-06-16T00:00:00Z,0.04166666666666666,INF,TRUE,24,1,0.04166666666666666,24,1,TRUE,TRUE,11
GR_185Z,7A,CARL_2.4,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,44,52,NA,MER,96,0.8461538461538461,2,2025-06-10T00:00:00Z,3,NA,24,2025-06-06T00:00:00Z,0.25,INF,FALSE,NA,NA,NA,13,0,TRUE,FALSE,0
GR_185Z,7A,CARL_2.4,INF,2025-06-05T00:00:00Z,2,2025-07-16T00:00:00Z,2025-06-10T00:00:00Z,2025-06-13T00:00:00Z,7,6,NA,MER,13,0.8571428571428571,3,NA,NA,41,0,2025-06-13T00:00:00Z,0,INF,TRUE,13,0,0,13,0,TRUE,FALSE,0
GR_186Z,8A,CARL_2.4,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,46,42,1,MER,88,0.9130434782608696,2,2025-06-10T00:00:00Z,3,NA,24,2025-06-08T00:00:00Z,0.2727272727272727,INF,FALSE,NA,NA,NA,36,0,TRUE,FALSE,0
GR_186Z,8A,CARL_2.4,INF,2025-06-05T00:00:00Z,2,2025-07-28T00:00:00Z,2025-06-10T00:00:00Z,NA,16,20,NA,MER,36,0.8,NA,NA,NA,53,0,2025-06-10T00:00:00Z,0,INF,TRUE,36,0,0,36,0,TRUE,FALSE,0
GR_187Z,9A,CARL_2.4,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,48,42,NA,MER,90,0.875,2,2025-06-10T00:00:00Z,3,NA,31,2025-06-08T00:00:00Z,0.34444444444444444,INF,FALSE,NA,NA,NA,20,0,TRUE,FALSE,0
GR_187Z,9A,CARL_2.4,INF,2025-06-05T00:00:00Z,2,2025-07-09T00:00:00Z,2025-06-10T00:00:00Z,2025-06-13T00:00:00Z,12,8,NA,MER,20,0.6666666666666666,3,NA,NA,34,0,2025-06-13T00:00:00Z,0,INF,TRUE,20,0,0,20,0,TRUE,FALSE,0
GR_188Z,10A,CARL_2.4,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,30,32,NA,MER,62,0.9375,2,2025-06-09T00:00:00Z,2,NA,30,2025-06-06T00:00:00Z,0.4838709677419355,INF,FALSE,NA,NA,NA,22,0,TRUE,FALSE,0
GR_188Z,10A,CARL_2.4,INF,2025-06-05T00:00:00Z,2,NA,2025-06-09T00:00:00Z,2025-06-13T00:00:00Z,9,7,NA,MER,16,0.7777777777777778,4,2025-06-16T00:00:00Z,3,NA,0,2025-06-13T00:00:00Z,0,INF,TRUE,16,0,0,22,0,TRUE,FALSE,0
GR_188Z,10A,CARL_2.4,INF,2025-06-05T00:00:00Z,3,2025-07-14T00:00:00Z,2025-06-16T00:00:00Z,2025-06-23T00:00:00Z,0,6,NA,MER,6,0,7,NA,NA,39,0,2025-06-23T00:00:00Z,0,INF,TRUE,6,0,0,22,0,TRUE,FALSE,0
GR_189Z,11A,CARL_2.4,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,30,34,NA,MER,64,0.8823529411764706,2,2025-06-11T00:00:00Z,4,NA,35,2025-06-06T00:00:00Z,0.546875,INF,FALSE,NA,NA,NA,57,0,TRUE,FALSE,0
GR_189Z,11A,CARL_2.4,INF,2025-06-05T00:00:00Z,2,NA,2025-06-11T00:00:00Z,2025-06-16T00:00:00Z,30,24,NA,MER,54,0.8,5,2025-06-20T00:00:00Z,4,NA,0,2025-06-16T00:00:00Z,0,INF,TRUE,54,0,0,57,0,TRUE,FALSE,0
GR_189Z,11A,CARL_2.4,INF,2025-06-05T00:00:00Z,3,2025-08-20T00:00:00Z,2025-06-20T00:00:00Z,NA,0,3,NA,MER,3,0,NA,NA,NA,76,0,2025-06-20T00:00:00Z,0,INF,TRUE,3,0,0,57,0,TRUE,FALSE,0
GR_18E,18,Ei,INF,2025-01-31T00:00:00Z,1,2025-03-23T00:00:00Z,2025-01-31T00:00:00Z,2025-02-01T00:00:00Z,18,22,1,KJER,40,0.8181818181818182,1,NA,NA,51,35,2025-02-01T00:00:00Z,0.875,INF,FALSE,NA,NA,NA,0,0,FALSE,FALSE,0
GR_192Z,7B,CARL_2.4,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,12,30,NA,MER,42,0.4,2,2025-06-13T00:00:00Z,6,NA,26,2025-06-06T00:00:00Z,0.6190476190476191,INF,FALSE,NA,NA,NA,8,0,TRUE,FALSE,0
GR_192Z,7B,CARL_2.4,INF,2025-06-05T00:00:00Z,2,NA,2025-06-13T00:00:00Z,NA,4,4,NA,MER,8,1,NA,2025-07-01T00:00:00Z,NA,NA,0,2025-06-13T00:00:00Z,0,INF,TRUE,8,0,0,8,0,TRUE,FALSE,0
GR_192Z,7B,CARL_2.4,INF,2025-06-05T00:00:00Z,3,2025-07-06T00:00:00Z,2025-07-01T00:00:00Z,2025-07-06T00:00:00Z,0,0,NA,MER,0,NA,5,NA,NA,31,0,2025-07-06T00:00:00Z,NA,INF,TRUE,0,0,NA,8,0,TRUE,FALSE,0
GR_193Z,8B,CARL_2.4,INF,2025-06-05T00:00:00Z,1,NA,2025-06-05T00:00:00Z,2025-06-07T00:00:00Z,34,28,NA,MER,62,0.8235294117647058,2,2025-06-10T00:00:00Z,3,NA,21,2025-06-06T00:00:00Z,0.3387096774193548,INF,FALSE,NA,NA,NA,30,0,TRUE,FALSE,0
GR_193Z,8B,CARL_2.4,INF,2025-06-05T00:00:00Z,2,2025-07-14T00:00:00Z,2025-06-10T00:00:00Z,NA,16,14,NA,MER,30,0.875,NA,NA,NA,39,0,2025-06-24T00:00:00Z,0,INF,TRUE,30,0,0,30,0,TRUE,FALSE,0
GR_195B,195B,Bi,UNEX,2025-09-04T00:00:00Z,1,NA,2025-09-04T00:00:00Z,2025-09-08T00:00:00Z,32,34,NA,NA,66,0.9411764705882352,4,2025-09-09T00:00:00Z,1,NA,5,2025-09-05T00:00:00Z,0.07575757575757576,UNEX,FALSE,NA,NA,NA,231,50,TRUE,TRUE,39
GR_195B,195B,Bi,UNEX,2025-09-04T00:00:00Z,2,NA,2025-09-09T00:00:00Z,2025-09-11T00:00:00Z,16,18,NA,NA,34,0.8888888888888888,2,2025-09-12T00:00:00Z,1,NA,5,2025-09-11T00:00:00Z,0.14705882352941177,UNEX,TRUE,34,5,0.14705882352941177,231,50,TRUE,TRUE,39
GR_195B,195B,Bi,UNEX,2025-09-04T00:00:00Z,3,NA,2025-09-12T00:00:00Z,2025-09-15T00:00:00Z,16,20,NA,NA,36,0.8,3,2025-09-17T00:00:00Z,2,NA,11,2025-09-15T00:00:00Z,0.3055555555555556,UNEX,TRUE,36,11,0.3055555555555556,231,50,TRUE,TRUE,39
GR_195B,195B,Bi,UNEX,2025-09-04T00:00:00Z,4,NA,2025-09-17T00:00:00Z,2025-09-19T00:00:00Z,18,22,NA,NA,40,0.8181818181818182,2,2025-09-22T00:00:00Z,3,NA,18,2025-09-19T00:00:00Z,0.45,UNEX,TRUE,40,18,0.45,231,50,TRUE,TRUE,39
